x  y  k1  k2 
1.1017362618582480  0.0000000000000000  1.212650483  1.212650483 
1.0993092175935351  0.0632242967273762  1.210241951  1.211039686 
1.0920478793705604  0.1261079735717221  1.202383260  1.208443206 
1.0800131211694195  0.1883106352155720  1.189558998  1.204197968 
1.0633036114338716  0.2495092158574717  1.172395722  1.198397454 
1.0420536504448883  0.3093935522523722  1.151539077  1.191273349 
1.0164279698253265  0.3676748706046550  1.127710856  1.183029559 
0.9866175735906544  0.4240872086308707  1.101707506  1.173899865 
0.9528344024193035  0.4783898336808374  1.074286066  1.164118942 
0.9153063438877069  0.5303679988595588  1.046163529  1.153917013 
0.8742723697575111  0.5798329376157035  1.017975826  1.143510854 
0.8299781707294319  0.6266210209098617  0.990270100  1.133098647 
0.7826723651411256  0.6705923139341652  0.963498838  1.122856741 
0.7326033671191030  0.7116286964403640  0.938023883  1.112938435 
0.6800169223521981  0.7496317201689549  0.914124537  1.103474232 
0.6251542845438965  0.7845203483317729  0.892008546  1.094573151 
0.5682509756878869  0.8162286958627752  0.871824064  1.086324703 
0.5095360580949311  0.8447038597949770  0.853671439  1.078801190 
0.4492318401853643  0.8699039028085210  0.837614094  1.072060110 
0.3875539394700239  0.8917960304783711  0.823688093  1.066146475 
0.3247116321183735  0.9103549850947836  0.811910247  1.061094941 
0.2609084269593775  0.9255616659323613  0.802284771  1.056931688 
0.1963428110685964  0.9374019770710921  0.794808580  1.053676002 
0.1312091231468200  0.9458658986025653  0.789475368  1.051341572 
0.0656985189826808  0.9509467745563615  0.786278605  1.049937477 
0.0000000000000078  0.9526408104653773  0.785213583  1.049468886 
-0.0656985189826655  0.9509467745563511  0.786278605  1.049937477 
-0.1312091231468033  0.9458658986025725  0.789475368  1.051341572 
-0.1963428110685837  0.9374019770710845  0.794808580  1.053676002 
-0.2609084269593637  0.9255616659323737  0.802284771  1.056931688 
-0.3247116321183525  0.9103549850947902  0.811910247  1.061094941 
-0.3875539394700073  0.8917960304783775  0.823688093  1.066146475 
-0.4492318401853542  0.8699039028085197  0.837614094  1.072060110 
-0.5095360580949128  0.8447038597949821  0.853671439  1.078801190 
-0.5682509756878728  0.8162286958627725  0.871824064  1.086324703 
-0.6251542845438777  0.7845203483317547  0.892008546  1.094573151 
-0.6800169223521915  0.7496317201689328  0.914124537  1.103474232 
-0.7326033671190705  0.7116286964403757  0.938023883  1.112938435 
-0.7826723651411063  0.6705923139341577  0.963498838  1.122856741 
-0.8299781707294258  0.6266210209098579  0.990270100  1.133098647 
-0.8742723697574895  0.5798329376156802  1.017975826  1.143510854 
-0.9153063438876887  0.5303679988595563  1.046163529  1.153917013 
-0.9528344024192845  0.4783898336808231  1.074286066  1.164118942 
-0.9866175735906365  0.4240872086308671  1.101707506  1.173899865 
-1.0164279698253129  0.3676748706046511  1.127710856  1.183029559 
-1.0420536504448750  0.3093935522523703  1.151539077  1.191273349 
-1.0633036114338581  0.2495092158574685  1.172395722  1.198397454 
-1.0800131211694042  0.1883106352155693  1.189558998  1.204197968 
-1.0920478793705448  0.1261079735717196  1.202383260  1.208443206 
-1.0993092175935200  0.0632242967273740  1.210241951  1.211039686 
-1.1017362618582338  -0.0000000000000025  1.212650483  1.212650483 
