x  y  k1  k2 
1.1171467428186561  0.0000000000000000  1.246897481  1.246897481 
1.1146739920838600  0.0629501528620078  1.243994312  1.245093361 
1.1072760858962434  0.1255581817955137  1.234523639  1.241965329 
1.0950159086455937  0.1874817061438746  1.219143821  1.236856719 
1.0779954016576820  0.2483961094118935  1.198614696  1.229897912 
1.0563535463821698  0.3079894574047399  1.173782351  1.221374398 
1.0302609769206155  0.3659714725625851  1.145559686  1.211544757 
0.9999157510590366  0.4220750353864132  1.114942794  1.200699848 
0.9655377561924723  0.4760588421332943  1.082861186  1.189128911 
0.9273634349661894  0.5277083261422632  1.050178320  1.177111743 
0.8856405777156625  0.5768357692495120  1.017641978  1.164907919 
0.8406236126128804  0.6232794959569681  0.985878790  1.152750847 
0.7925694933180328  0.6669023908589674  0.955390928  1.140844522 
0.7417342980346713  0.7075899142737694  0.926565361  1.129362844 
0.6883705610524244  0.7452478077940364  0.899687369  1.118450757 
0.6327253145377360  0.7797996546865085  0.874956890  1.108226603 
0.5750387799879142  0.8111844317867706  0.852505141  1.098785156 
0.5155436288239453  0.8393541564442645  0.832410244  1.090200930 
0.4544647232758854  0.8642717012921479  0.814711084  1.082531454 
0.3920192498373775  0.8859088230412029  0.799419085  1.075820347 
0.3284171645355987  0.9042444305474799  0.786527875  1.070100053 
0.2638618794095955  0.9192631020717799  0.776020993  1.065394200 
0.1985511308257120  0.9309538514165159  0.767877872  1.061719559 
0.1326779811685170  0.9393091366275593  0.762078331  1.059087607 
0.0664319151514721  0.9443241022693075  0.758605809  1.057505716 
0.0000000000000158  0.9459960460712993  0.757449543  1.056977981 
-0.0664319151514400  0.9443241022693011  0.758605809  1.057505716 
-0.1326779811684815  0.9393091366275560  0.762078331  1.059087607 
-0.1985511308256814  0.9309538514165042  0.767877872  1.061719559 
-0.2638618794095545  0.9192631020717426  0.776020993  1.065394200 
-0.3284171645355614  0.9042444305474550  0.786527875  1.070100053 
-0.3920192498373445  0.8859088230411856  0.799419085  1.075820347 
-0.4544647232758464  0.8642717012921636  0.814711084  1.082531454 
-0.5155436288239125  0.8393541564442715  0.832410244  1.090200930 
-0.5750387799878774  0.8111844317867414  0.852505141  1.098785156 
-0.6327253145377069  0.7797996546864816  0.874956890  1.108226603 
-0.6883705610523760  0.7452478077940259  0.899687369  1.118450757 
-0.7417342980346259  0.7075899142737651  0.926565361  1.129362844 
-0.7925694933179996  0.6669023908589791  0.955390928  1.140844522 
-0.8406236126128400  0.6232794959569563  0.985878790  1.152750847 
-0.8856405777156313  0.5768357692494889  1.017641978  1.164907919 
-0.9273634349661507  0.5277083261422577  1.050178320  1.177111743 
-0.9655377561924392  0.4760588421332842  1.082861186  1.189128911 
-0.9999157510590032  0.4220750353864063  1.114942794  1.200699848 
-1.0302609769205842  0.3659714725625832  1.145559686  1.211544757 
-1.0563535463821401  0.3079894574047343  1.173782351  1.221374398 
-1.0779954016576510  0.2483961094118902  1.198614696  1.229897912 
-1.0950159086455635  0.1874817061438722  1.219143821  1.236856719 
-1.1072760858962125  0.1255581817955111  1.234523639  1.241965329 
-1.1146739920838298  0.0629501528620055  1.243994312  1.245093361 
-1.1171467428186268  -0.0000000000000025  1.246897481  1.246897481 
