x  y  k1  k2 
1.0774616080638972  0.0000000000000000  1.160488984  1.160488984 
1.0773216863212198  0.0155270837718754  1.160385294  1.160422096 
1.0769019700686344  0.0310497601896291  1.160050685  1.160310637 
1.0762026113710528  0.0465635538872777  1.159486432  1.160125285 
1.0752238620231416  0.0620640714688852  1.158700425  1.159863219 
1.0739660765887036  0.0775468833752063  1.157693764  1.159527390 
1.0724297086601469  0.0930075866857943  1.156467006  1.159117859 
1.0706153124299238  0.1084417850805296  1.155023696  1.158635522 
1.0685235412830072  0.1238450986462197  1.153366269  1.158081165 
1.0661551475099618  0.1392131639904594  1.151498342  1.157455740 
1.0635109814557961  0.1545416372827361  1.149423630  1.156760298 
1.0605919907383270  0.1698261964064475  1.147146358  1.155996002 
1.0573992193176935  0.1850625433267585  1.144671086  1.155164123 
1.0539338064913530  0.2002464063573985  1.142002741  1.154266034 
1.0501969857929467  0.2153735424095332  1.139146583  1.153303207 
1.0461900838039986  0.2304397391956256  1.136108184  1.152277208 
1.0419145188782157  0.2454408173910269  1.132893410  1.151189692 
1.0373717997812248  0.2603726327480838  1.129508395  1.150042401 
1.0325635242479401  0.2752310781596616  1.125959516  1.148837151 
1.0274913774602756  0.2900120856684447  1.122253376  1.147575837 
1.0221571304480408  0.3047116284186525  1.118396771  1.146260418 
1.0165626384161395  0.3193257225467182  1.114396674  1.144892917 
1.0107098390014613  0.3338504290076909  1.110260205  1.143475413 
1.0046007504630083  0.3482818553342188  1.105994611  1.142010038 
0.9982374698091160  0.3626161573250498  1.101607239  1.140498968 
0.9916221708657814  0.3768495406602788  1.097105517  1.138944417 
0.9847571022903688  0.3909782624405009  1.092496927  1.137348636 
0.9776445855350685  0.4049986326477082  1.087788987  1.135713902 
0.9702870127648086  0.4189070155253512  1.082989226  1.134042518 
0.9626868447342615  0.4326998308758448  1.078105166  1.132336803 
0.9548466086289285  0.4463735552736775  1.073144305  1.130599087 
0.9467688958751623  0.4599247231927570  1.068114092  1.128831711 
0.9384563599243343  0.4733499280467215  1.063021916  1.127037016 
0.9299117140164294  0.4866458231410816  1.057875085  1.125217344 
0.9211377289278929  0.4998091225370995  1.052680815  1.123375027 
0.9121372307090917  0.5128366018269526  1.047446212  1.121512389 
0.9029130984164269  0.5257250988202328  1.042178262  1.119631739 
0.8934682618443379  0.5384715141420341  1.036883816  1.117735367 
0.8838056992620563  0.5510728117433709  1.031569585  1.115825541 
0.8739284351601944  0.5635260193246883  1.026242123  1.113904504 
0.8638395380118674  0.5758282286739185  1.020907824  1.111974471 
0.8535421180530495  0.5879765959202958  1.015572913  1.110037625 
0.8430393250867469  0.5999683417058416  1.010243441  1.108096115 
0.8323343463150973  0.6118007512764628  1.004925276  1.106152054 
0.8214304042037619  0.6234711744948963  0.999624103  1.104207516 
0.8103307543824088  0.6349770257778882  0.994345419  1.102264535 
0.7990386835848841  0.6463157839602857  0.989094530  1.100325102 
0.7875575076328186  0.6574849920887623  0.983876551  1.098391165 
0.7758905694654410  0.6684822571483181  0.978696402  1.096464626 
